point,dist
9573,0.17756480878384004
9547,0.14293005876892678
9586,0.15109624962843585
2306,0.17748809739181165
2578,0.15335796039247732
2383,0.17652138570135348
2519,0.2391481294525408
6999,0.1647862560753901
7005,0.15810173610441888
7041,0.20023502736745058
6997,0.1664617579661139
7027,0.168881549150118
2643,0.2222355225319718
2651,0.15765600476927907
9772,0.27833520645763105
4702,0.15892042928000719
4586,0.2073126670681374
4648,0.1706690909651069
4630,0.17984922730166064
1332,0.2599922087528677
1235,0.14778486023767168
1241,0.17909857458921555
1803,0.31653473826903655
9537,0.1437521346052996
1998,0.3315472969961844
1903,0.24581848665363995
5148,0.1823302169583835
1901,0.21577145385540114
2063,0.17715919767123914
9543,0.11816226780801362
9545,0.11478724546319953
9515,0.21841923534307878
2013,0.3364824563041654
2326,0.2842262270060401
7128,0.15852955869497748
2576,0.1737985121087378
7105,0.1412331904475675
4119,0.3377768413287844
1287,0.12653469975944667
1297,0.1958751883575918
4115,0.31388688073686283
9930,0.2802888300571792
7024,0.16085622885842693
913,0.11171934885386804
5690,0.2342780973957563
5709,0.23162699799860376
5684,0.23739308473586637
5753,0.17169586786749283
2394,0.23538192953590795
4078,0.2810578123511693
2986,0.14568162129550186
3050,0.35840817633614697
297,0.45407529871894614
3055,0.365360683576221
5909,0.27384158983545437
5939,0.1981857010628815
3149,0.2909548331041552
9579,0.20315655413545097
2573,0.28609897329100453
2308,0.21506110721873764
2340,0.16068551086260874
2310,0.2033199641135397
2078,0.13176726531263042
5908,0.22324713624298909
5944,0.1987976207146966
1490,0.3152899019312167
1929,0.13791651610008027
1516,0.2546704875754704
1311,0.27705480428448054
1536,0.3054196722460241
1411,0.30946912810032806
9336,0.19723551625054622
9397,0.16189506888551036
9393,0.1730670158804064
9895,0.3712210862560586
2035,0.3485577617108938
9955,0.21670195369656775
2387,0.13988632273141793
2427,0.17804632129449005
9753,0.24213088226958676
1216,0.10811531058297874
1380,0.2571889553687884
1480,0.266882208121374
2338,0.20589061959062532
9523,0.18706402987268217
9366,0.14607677380590553
9410,0.14635535383023934
2426,0.1636368169502014
2432,0.18686152263338984
2049,0.29528838302497395
2482,0.23313704220508089
2528,0.24344372257830718
2156,0.341989044495707
9375,0.18698388465307333
9412,0.169011634683774
1272,0.13927549997262115
4107,0.31393498387979163
6981,0.15857486662429687
7000,0.10890778436918629
3217,0.2452798121109964
3169,0.19969085328882005
3240,0.1584088041549938
1832,0.2869140571556935
1266,0.21835259674908825
1790,0.2608418392082036
4839,0.19748306431465656
4797,0.20902238630369419
1082,0.0978530798291357
1110,0.17109788351109928
1095,0.13750551568087058
4072,0.2814614059756808
1249,0.14570036346810056
3513,0.21925699603292625
824,0.31014444396607227
796,0.2604350874548526
3201,0.1677386509926934
801,0.2950835272946511
4003,0.1324722018443012
3993,0.19781444293295594
5898,0.2542606508042557
5895,0.2592370996906525
4080,0.3212749849522232
9443,0.18238099259529472
9472,0.1432654437199723
7003,0.14395585745415945
9554,0.12740128888478158
1989,0.32549261633678067
2047,0.25306508717354376
2060,0.08051069793861815
5729,0.23672298471414568
5080,0.2974695845874712
5135,0.1844250268461277
5146,0.2761648144853354
5107,0.2904370435588275
2378,0.21431341038855753
5658,0.20581588205853849
5701,0.16984480360420703
5721,0.27151586233423186
5593,0.23170231672802608
5042,0.1911593900584231
5048,0.1980089660463947
5534,0.17477623276092275
9867,0.27850178757258853
3585,0.22475469888813637
3338,0.221573094359943
3954,0.23903945690693798
5808,0.2720595197256863
9914,0.25029943952870654
819,0.350027025270812
5889,0.19012359089859554
5857,0.23476722790938775
5916,0.2081656237776485
3303,0.2363758047512758
3530,0.15706627112591948
3285,0.31324722868665295
3339,0.35039214137759517
3300,0.2898482410224169
5596,0.16824074589659685
5513,0.16352565220622894
5539,0.18204663854898256
5735,0.2165328481068154
5696,0.22997980335079693
4445,0.167967624744358
4506,0.20052257797981837
4616,0.20765515445766453
4604,0.2620587577156834
4539,0.2055051751166363
4594,0.22756557387731322
4660,0.34437904297012123
1398,0.2907540510576672
1535,0.2572374979292571
1470,0.3095256383265242
1318,0.2943931714469625
1983,0.27701437197810064
1982,0.3008683568419215
9439,0.14566268210317845
9444,0.20321176999190813
9460,0.14391917132042498
1813,0.2608094210464547
1486,0.2632600225986675
9531,0.1766406962163979
9592,0.1252497046349441
9538,0.11572134108089832
9339,0.20248047200831515
9380,0.17219583874020242
9350,0.15821847331766484
9337,0.16608413021278373
9360,0.13194265982261147
7082,0.16387743160252305
7056,0.19977595385102034
7088,0.20122731905208474
4240,0.21045580980409012
4179,0.31082259933145884
5124,0.16068012796142805
5122,0.1840876800276853
4561,0.2060358313869531
4569,0.20452452836477897
2355,0.26490928509041356
2404,0.18109926981068575
2825,0.11196671742302233
2743,0.16302829817854736
2376,0.17392719828644468
2459,0.3847904879016899
1520,0.30757246574598746
3883,0.1769667297541703
3788,0.3449655470539947
3788,0.22412720507587386
2978,0.28207482373349574
2931,0.13243147264413577
2966,0.31310301328454937
3008,0.12626955785947033
519,0.44863027930488986
1501,0.26419574611778257
1531,0.27919556550340785
1245,0.17174355409429184
2477,0.21716145739814027
2203,0.29685919232616065
2208,0.29950396694084624
1888,0.17278409887302798
2054,0.2263722330863133
2070,0.10640194903391277
2532,0.2500539211896669
2574,0.28120044893309565
2479,0.19227923595927449
2572,0.2590660731547257
2191,0.09738323051971765
2180,0.2629870641127774
9328,0.12735147748654466
2157,0.19243695112373943
2159,0.2692881328966013
4055,0.13970098336625714
4049,0.12106874931249233
4097,0.30403380618570425
9291,0.15451310896007603
9299,0.14649212154783062
9258,0.2382957943182497
9262,0.15498389539274127
9287,0.1776867418997997
9260,0.1464649856331631
3237,0.20618503692287982
1976,0.1446343967037546
1517,0.3008770568858886
1942,0.21490571036111183
1795,0.2551966072728157
4806,0.26802135146060346
4167,0.2223880127464039
2503,0.21484366767280705
4153,0.2717090470828985
4154,0.22407110247699874
2457,0.14060123745284311
3771,0.28740719970056966
3943,0.18270766688083706
3795,0.19884314125538158
1447,0.27010014393960297
9570,0.17306841268537365
3388,0.15885332948225403
3412,0.18672013385332534
3527,0.2087978528099095
3461,0.2024597116269801
3182,0.1687525728004405
3398,0.16273382438766087
3387,0.24702871797438683
5824,0.16496304898128153
5919,0.17803112484289732
5852,0.16742586300888104
5927,0.20265383210998275
5850,0.23614640398909814
5900,0.20398946320066866
5892,0.23046720921332386
5834,0.1914221039870326
5877,0.16035616442775455
1240,0.14763731505751868
5708,0.18874870363977708
3352,0.1792809590529186
3380,0.17251445848967498
3146,0.23274034621303016
4083,0.2884543591225963
815,0.2895437282578489
4053,0.21018717916233473
4012,0.19149944856452447
4010,0.13934613713363941
3154,0.1603596424270634
3277,0.19187629030177014
7028,0.16839109388600193
3128,0.17138042073279255
7014,0.16592357513563058
3166,0.2066466929769418
906,0.12769963364052236
5585,0.19836360568099992
5360,0.19817939348026614
5415,0.16641702273681314
5261,0.2119977723346764
